pgpid,names,location,date,date_standard,author
16462,"['Turfah Bt. Harun', 'Arye B. Judah', 'Joshua', 'Hillel B. Eli']",N/A,early 12th century,early 12th century,Hillel B. Eli
16482,"['Sadaqa', 'Abu Faraj B. Al-basuti', 'Abraham B. Saadya', 'Solomon B. Adaya', 'Samuel B. Judah', 'Isaac B. Moses']",N/A,N/A,N/A,Abraham B. Saadya
16483,"['Nathan B. Ab[raham]', 'Halfon B. [menashshe]']",N/A,N/A,N/A,Halfon B. Manasseh
16484,"['Abu Faraj Al-sabbag', 'Yefet', 'Abraham B. Saadya', 'Halfon B. Joseph The Adept', 'Isaac B. Moses']",Sunbāṭ (a town in the Delta),1150 CE,1461 of the Seleucid Era,"Abraham B. Saadya, Halfon B. Joseph The Adept And Isaac B. Moses"
16486,"['Abu Faraj Al-damyati', 'Isaac B. Samuel', 'Nahray', 'Nissim', 'Netanel B. Halfon', 'Solomon', 'Abu [...] B. Salman']",Fusṭāṭ,"Thursday, 28th Adar 1409 of the Seleucid Era",1098 CE,"Abu Faraj Al-damyati, Isaac B. Samuel"
16491,"['B. Nahman The Cantor', 'Bt. Saadya', 'Halfon B. Manasseh']",N/A,N/A,N/A,Halfon B. Manasseh
16494,"['Abu [...]', 'Sitt Al-s[...]', 'Halfon B. Manasseh']",N/A,N/A,N/A,Halfon B. Manasseh
16498,"['Halfon B. Manasseh', 'N/a']",N/A,N/A,N/A,Halfon B. Manasseh
16513,"['Abd Al-karim B. Muhasin', '... B. Ud']",Cairo,1459 CE,1770 of the Seleucid Era,Abd Al-karim B. Muhasin
16519,"['Joseph B. [...]', '[...] B. Samuel']",N/A,N/A,N/A,Joseph B. [...] And [...] B. Samuel
16522,"['Kurma Bt. Ayyash', 'B. Al-shirji', 'Abu Hasan B. Al-shofet', 'Menahem B. Qataif']",N/A,N/A,N/A,Unknown
16526,"['Bt. Solomon', 'Isaac', 'Manasseh B. Jacob', 'Halfon B. Manasseh']",N/A,1114 CE,1114 CE,Halfon B. Manasseh
16529,"['B. Bundar', 'Abu Said', 'Abu Husayn B. Al-shara', 'Halfon B. Manasseh']",N/A,N/A,N/A,Halfon B. Manasseh
16536,"['Abr B. Faraj Alrkhby', 'Isaac B. David Al-fasi']",al-Fāsī,N/A,N/A,Abr B. Faraj Alrkhby
16537,"['Abu Hasan B. Sabba Al-saig', 'Abu Nasr B. Al-dimyati']",N/A,N/A,N/A,Abu Hasan B. Sabba Al-saig
16539,"['Hillel B. Sadaqa Av Bet Din', 'Mevorakh B. Nathan']",,middle of the 12th century,,Hillel B. Sadaqa Av Bet Din And Mevorakh B. Nathan
16542,['Halfon B. Manasseh'],N/A,N/A,N/A,Halfon B. Manasseh
16550,"['Nathan B. Solomon', 'Halfon B. Manasseh']",N/A,N/A,N/A,Nathan B. Solomon
16551,['Khalluf B. Izrun'],Fusṭāṭ,1066 CE,1066 CE,Khalluf B. Izrun
16554,"['Sasson B. Yefet The Generous', 'Said B. Abraham', '[...] B. Halfon The Haver']",N/A,Saturday 20th Ṭevet 14[..] Seleucid era (ca. 12th century CE),ca. 12th century CE,Sasson B. Yefet The Generous
16557,"['Abu Jacob Joseph B. Abraham', 'Sahlan B. Abraham']",N/A,N/A,N/A,Sahlan B. Abraham
16569,"['Al-husayn', 'Moses B. [...]']",N/A,N/A,N/A,Moses B. [...]
16573,"['Abu Surur B. Matruh', 'Abu Sahl', 'Sitt Al-sada', 'Ha-sofer', 'Solomon']",N/A,N/A,N/A,Abu Surur B. Matruh And Abu Sahl
16579,"['B. Janun Al-magribi', 'Sitt Al-wuhush']",N/A,1229 CE,1540 of the Seleucid Era,B. Janun Al-magribi
16584,"['Joseph B. Isaac', 'Menahem B. Samuel Kohen', '[...] B. David', 'Nazar Bt. Joseph']",N/A,N/A,N/A,Joseph B. Isaac And Menahem B. Samuel Kohen
16589,['Meir B. Yakhin'],N/A,ca. early 13th century,N/A,Meir B. Yakhin
16599,"['Abu Afrah Arus B. Joseph', 'Sitt Al-ahl Bt. Moses', 'Hiba B. Farah']",N/A,Late 11th century,CE,Nathan
16625,"['Imran Al-nafusi', 'Moses The Elder', 'Halfon B. Manasseh']",N/A,N/A,N/A,Halfon B. Manasseh
16631,"['Abu Jacob', 'Samuel', 'Joseph B. Mevorakh']",N/A,Second Adar 1413 of the Seleucid Era (1102 CE),1102 CE,Abu Jacob
16632,"['[...] B. Judah', 'Halfon B. Manasseh']",N/A,N/A,N/A,Halfon B. Manasseh
16638,"['B. Khudadar', 'Al-balnasi', 'David B. Isaac', 'Halfon B. Manasseh']",N/A,N/A,N/A,Halfon B. Manasseh
16643,"['Jacob', 'Abraham', 'Yefet', 'Yahya', 'Halfon', 'Sadaqa', 'Joseph']",N/A,1093 CE,24th Shevat 1404 of the Seleucid Era,Unknown
16644,"['Abu Zikri Al-kohen', 'Mordechai', 'Abu [...] Khalluf', 'Sabil Al-din']",al-Muʿizziyya (Cairo),1132 CE,Tammuz 1443,N/a
16647,"['Kohen B. Solomon', 'Halfon B. Manasseh']",N/A,N/A,N/A,Halfon B. Manasseh
16660,['Halfon B. Manasseh'],N/A,N/A,N/A,Halfon B. Manasseh
16663,"['Amram B. Samuel', 'Hillel B. Eli']",N/A,N/A,N/A,Amram B. Samuel
16665,"['B. Tam[im] The Elder', 'Sitt Al-sada Bt. Ya[hya]', 'Halfon B. Manasseh']",N/A,20th Av,N/A,Halfon B. Manasseh
16676,"['Abu [...]', 'Ayyub', 'Mubashshar', 'Halfon B. Manasseh']",al-Mahdiyya,N/A,N/A,Halfon B. Manasseh
16679,"['Mahfuz B. Isaac', 'Halfon B. Manasseh']",N/A,N/A,N/A,Mahfuz B. Isaac
16682,"['Ulla B. Joseph', 'Sad', 'Masliah B. Meshullam', 'Isaac', 'Abraham B. Shemarya', 'Solomon B. Sadaqa']",N/A,N/A,N/A,Ulla B. Joseph
16719,"['Abu Hasan B. Wahb', 'Mikhail B. Abd Al-masih', 'Tiqat Al-mulk Makin Al-dawla Wa-aminuha', 'Abu Hasan Ali B. Bahar', 'Abu Sari Theodor B. Yuhannis']",Al-Fayyūm,March 1013 CE,5th Ramaḍān 403 AH,Mikhail B. Abd Al-masih
16720,"['Abu Hasan B. Wahb', 'Mikhail B. Abd Al-masih', 'Tiqat Al-mulk Makin Al-dawla Wa-aminuha', 'Abu Hasan Ali B. Bahar', 'Abu Ali B. Yahya B. Bahar', 'Sadid Al-dawla Abu Faraj Abd Al-masih B. Quril']",Al-Fayyūm,6th Ramaḍān 405 AH,February 1015 CE,Mikhail B. Abd Al-masih
16722,"['Abu Hasan B. Ephraim B. Mahfuz', 'Ismail B. Diya']",Qasr al-Shamʿ,1047 CE,439 AH,Ismail B. Diya
16723,"['Abu Hasan B. Wahb', 'Mikhail B. Abd Al-masih', 'Tiqat Al-mulk Makin Al-dawla Wa-aminuha', 'Abu Hasan Ali B. Bahar', 'Abu Sari Theodor B. Yuhannis']",Al-Fayyūm,May 1013 CE,Ḏū al-Qa‘da 403 AH,Mikhail B. Abd Al-masih
16724,"['Abu Hasan B. Wahb', 'Mikhail B. Abd Al-masih', 'Tiqat Al-mulk Makin Al-dawla Wa-aminuha', 'Abu Hasan Ali B. Bahar', 'Abu Sari Theodor B. Yuhannis']",Al-Fayyūm,June 1013 CE,403 AH,Mikhail B. Abd Al-masih
16726,"['Abu Hasan B. Wahb', 'Mikhail B. Abd Al-masih', 'Tiqat Al-mulk Makin Al-dawla Wa-aminuha', 'Abu Hasan Ali B. Bahar', 'Abu Sari Theodor B. Yuhannis']",Al-Fayyūm,"13 Jumādā II, 403 AH (= December 1012 CE)",December 1012 CE,Mikhail B. Abd Al-masih
16727,"['Abu Hasan B. Wahb', 'Mikhail B. Abd Al-masih', 'Fakhr Al-dawla Abu Fadl Jafar B. Abraham B. Sulayman']",Al-Fayyūm,30 Jumādā I 403 AH (= December 1012 CE),December 1012 CE,Mikhail B. Abd Al-masih
16729,"['Halfon B. Manasseh', 'Manasseh']",N/A,14[.]5 (Sel.),N/A,Halfon B. Manasseh
16730,['Halfon B. Manasseh'],N/A,14[.]5 (Sel.),N/A,Halfon B. Manasseh
16731,['Halfon B. Manasseh'],N/A,N/A,N/A,Halfon B. Manasseh
16732,"['Hillel B. Eli', 'Joseph B. David']",N/A,N/A,N/A,Hillel B. Eli
16733,['Abu Muna B. Hayyi[m]'],Cairo (al-Qāhira),N/A,N/A,Abu Muna B. Hayyi[m]
16738,"['Bny Hshm Bn B', 'Lyws Bn Nb', 'Fhr Bn Knn@', 'Qydr Bn Smyl', 'Rw Bn Flg', 'Nwh']",Jerusalem,N/A,N/A,N/a
16739,"['Eleazar Ha-shammash B. Hillel', 'Joseph B. Yefet']",N/A,N/A,N/A,Eleazar Ha-shammash B. Hillel
16740,"['Hiba B. Ali B. [...]', 'Al-hasan B. Makki B. Abi Al-hadid', 'Abraham B. Al-fath', 'Isaac', 'Yefet', 'Halfon']",N/A,May-June 1019 CE,Muḥarram 410 AH,Al-hasan B. Makki B. Abi Al-hadid
16742,"['Abu Hasan B. Wahb', 'Mikhail B. Abd Al-masih', 'Tiqat Al-mulk Makin Al-dawla Wa-aminuha', 'Abu Hasan Ali B. Bahar', 'Abu Sari Theodor B. Yuhannis']",Al-Fayyūm,3rd Ḏū al-Ḥijja 403 AH (= June 1013 CE),June 1013 CE,Mikhail B. Abd Al-masih
16743,"['Hammud B. Hashim', 'Abraham B. Hajij']",N/A,1029 CE,420 AH,Hammud B. Hashim
16744,['Abu Hasan B. Abu Sahl B. Abraham'],N/A,13th century,N/A,Abu Hasan B. Abu Sahl B. Abraham
16745,[],N/A,12th-13th century,N/A,N/a
16747,"['Abraham B. Abu Ula', 'Abu Tahir B. Abu Hasan']",N/A,660 AH,1262 CE,Abu Tahir B. Abu Hasan
16756,"['Abu Said B. Al-dan', 'Abu Sad B. Azhar', 'B. Al-qataif']",N/A,N/A,N/A,Abu Said B. Al-dan
16764,"['Saadya B. Solomon', 'Solomon B. Elijah']",N/A,N/A,N/A,Solomon B. Elijah
16765,"['Alun', 'Maaruf B. Judah', 'Yair B. Eleazar', 'Manasseh B. Judah', 'Judah The Cantor']",N/A,N/A,N/A,Judah The Cantor
16766,"['Abu Hasan B. Wahb', 'Mikhail B. Abd Al-masih', 'Tiqat Al-mulk Makin Al-dawla Wa-aminuha', 'Abu Hasan Ali B. Bahar', 'Abu Sari Theodor B. Yuhannis']",Al-Fayyūm,7th Ṣafar 404 AH,August 1013 CE,Mikhail B. Abd Al-masih
16768,"['Allun', 'B. Al-[..]an', 'Isaac', 'Hayyim', 'Joseph', 'Eli B. [...]', 'Eli']",N/A,1048 CE,Tishri 1359 of the Seleucid Era,N/a
16769,"['Muhammad B. Ali', 'Ali B. Al-hasan B. Ali']",N/A,Rajab 495 AH (= April-May 1102 CE),April-May 1102 CE,Muhammad B. Ali
16770,[],N/A,N/A,N/A,N/a
16772,"['David B. Mevorakh', 'Abraham B. Caleb', 'Eleazar B. Joseph B. Amram', 'Yefet B. Tovia']",N/A,N/A,N/A,Eleazar B. Joseph B. Amram
16773,"['Samuel B. Hofni', 'Husayn B. Muhammad', 'Arah B. Nathan', 'Mevorakh', 'Musafir B. Wahb']",Fustat,1094-1111,CE,Mevorakh
16778,"['B. Mardukh', 'Abu Faraj Al-kohen', 'Mordekhay', 'Saadya']",N/A,N/A,N/A,Abu Faraj Al-kohen B. Mordekhay B. Saadya
16779,"['Sar Solomon', 'Sitt Al-kafr', 'Sitt Al-husn B. Abu Makarim Al-kohen', 'B. Qasasa', 'Said B. Abu Mansur', 'Sitt Al-maali', 'Abu Ali']",Fusṭāṭ,N/A,N/A,Sar Solomon
16780,"['Sitt Al-kafr', 'Sitt Al-husn B. Abu Makarim Al-kohen', 'B. Qasasa', 'Said B. Abu Mansur', 'Sitt Al-maali', 'Abu Ali']",Fusṭāṭ,N/A,N/A,Sar Solomon
16781,"['Sitt Al-kafr', 'Sitt Al-husn B. Abu Makarim Al-kohen', 'B. Qasasa', 'Said B. Abu Mansur', 'Sitt Al-maali', 'Abu Ali']",Fusṭāṭ,N/A,N/A,Sar Solomon
16782,"['Sitt Al-kafr', 'Sitt Al-husn B. Abu Makarim Al-kohen', 'B. Qasasa', 'Said B. Abu Mansur', 'Sitt Al-maali', 'Abu Ali', 'Sar Solomon']",Fusṭāṭ,N/A,N/A,Sar Solomon
16786,"['Halfon B. [...]', '[...] B. Joseph']",N/A,N/A,N/A,Halfon B. [...]
16788,"['Joshua [b. Samu]el', 'Isaiah B. Nissim', 'Yahya B. Abraham', 'Abu Fakhr']",N/A,14[..] of the Seleucid Era,N/A,Joshua [b. Samu]el
16790,"['B. Al-salim Al-sayrafi', 'B. Al-malijiyya', 'Abu [...] Sulayman', 'Samuel B. Saadya']",N/A,1164 CE,1164 CE,Samuel B. Saadya
16794,"['Saadya B. Judah', 'Abu Zikri Yahya Al-levi']",N/A,1155 CE,1166 of the Seleucid Era,Abu Zikri Yahya Al-levi
16798,"['Abu Musabbihi Abu Qasim Al-hasan B. Al-husayn', 'Abu Hasan Majid B. Jacob', 'Wasly B. Maymun', 'Abu Qala Abd Al-rahman', 'Zakariya B. Mukhtar', 'Alun B. Hanun', 'Sayfi B. Rashid', 'Qolte B. Al-sarri']",N/A,423 AH (= 1031-1032 CE),1031-1032 CE,Abu Musabbihi Abu Qasim Al-hasan B. Al-husayn
16799,"['Meshullam', 'Maymuna', 'Abraham B. Isaac Ha-talmid', 'Sadaqa B. David']",N/A,Ca. second half of the 11th century,11th century CE,Abraham B. Isaac Ha-talmid
16800,"['Rina Bt. Joseph', 'Maymun B. Jacob', 'Joseph B. Jacob', 'Malika', 'Falfala', 'Sahlan B. Abraham B. Sunbat', 'Fashshat B. Samuel', 'Baqa B. Mevasser', 'Ephraim B. Sadaqa', 'Ephraim B. Eli', 'Eleazar B. Menahem', 'Ephraim B. Habib', 'Abraham B. Said Kohen', 'Abraham B. Zakariya', 'Hillel B. Sadaqa', 'Yahya B. Abraham', 'Moses B. Semah', 'Aaron B. Sar Solomon', 'Mevorakh B. Mufarrij', 'Sadaqa B. Amram']",Fusṭāṭ,Monday 26th Nisan 1292,987 CE,Rina Bt. Joseph
16801,"['Abu Hasan', 'Al-magribi']",N/A,N/A,N/A,Abu Hasan And Al-magribi
16802,"['Mufarraj B. Isaac', 'Joseph B. Azarya']",N/A,N/A,N/A,"Mufarraj B. Isaac, Joseph B. Azarya"
16804,"['Hiba', 'Yeeiel B. Eliakim']",N/A,N/A,N/A,Yeeiel B. Eliakim
16806,"['Abraham', 'Halfon']",N/A,N/A,N/A,Halfon
16810,"['Hiba B. Buqtur B. [...]', 'Abu Hasan Ali B. Judayd', 'Dhukhayrat Al-dawla Haydara B. Muhammad B. Adnan']",the coast with the lighthouse,438 AH (= 1047 CE),1047 CE,Hiba B. Buqtur B. [...]
17113,"['Samuel B. Jacob', 'Moses', 'Hai', 'Joseph', 'Yehiel B Elyaqim']",France,N/A,N/A,Samuel B. Jacob
17520,"['Mawhub B. [...]', 'Ezekiel B. [...]']",N/A,N/A,N/A,Mawhub B. [...] And Ezekiel B. [...]
17551,"['Mevorakh B. Sar Solomon', 'Moses B. Masliah']",N/A,N/A,N/A,"Mevorakh B. Sar Shalom, Moses B. Masliah"
18480,['Isaac Khanaf'],N/A,1200-1218 CE,596-615 AH,Al-adil
18519,['Moses Maimonides'],N/A,N/A,N/A,Moses Maimonides
18560,"['Makhluf B. Jabir B. Nasir', 'Jabir B. Nasir', 'Ali B. Husayn B. Abraham B. Ali', 'Abu Hasan Masarra B. Abdallah', 'Sitt Al-dawla']",Cairo,Ca. 11th-12th century,Ca. 11th-12th century,Makhluf B. Jabir B. Nasir
18561,"['Makhluf B. Jabir B. Nasir', 'Jabir B. Nasir', 'Abu Hasan Masarra B. Abdallah', '[...] B. Ali B. Husayn B. Abraham B. Ali', 'Sitt Al-dawla']",al-Muʿizziyya (Cairo),11th-12th century,11th-12th century CE,Abu Hasan Masarra B. Abdallah
18563,"['Khuyala B. Hasan', 'Abu Jaysh', 'Munis Ali B. Jawl Al-mihrani', 'Sayf Al-islam', 'Al-adil']",Minyat Khalaf,beginning of the 13th century,13th century,"Khuyala B. Hasan, Abu Jaysh"
18566,"['Semah B. Sadaqa B. Semah', 'David B. Semah', 'Maymun B. David']",Fusṭāṭ,Shaʿbān 448 AH (= October-November 1056 CE),October-November 1056 CE,Semah B. Sadaqa B. Semah
18567,"['Makhluf B. Jabir B. Nasir', 'Jabir B. Nasir', 'Ali B. Husayn B. Abraham B. Ali', 'Abu Hasan Masarra B. Abdallah', 'Sitt Al-dawla']",al-Muʿizziyya (Cairo),ca. 11th-12th century,N/A,Makhluf B. Jabir B. Nasir
18568,"['Makhluf B. Jabir B. Nasir', 'Jabir B. Nasir', 'Ali B. Husayn B. Abraham B. Ali', 'Abu Hasan Masarra B. Abdallah', 'Sitt Al-dawla']",al-Muʿizziyya (Cairo),Ca. 11th-12th century,N/A,Makhluf B. Jabir B. Nasir
18570,"['Tahir B. Isaac', 'Qaraqush']",Alexandria,End of 12th century,End of 12th century,Tahir B. Isaac
18571,"['Ali B. Isa', 'Fakhr Al-din Abu Mansur Izz Al-arab B. Muhammad', 'Al-hafiz']",Al-Hafiz's book warehouse,1142 CE,September 1142 CE,Al-zafir
18572,"['Jabir B. Azhar', 'Husn Bt. Hayyim B. Sahlawaya', 'Eleazar B. Manasseh', 'Nathan B. [...]', 'Hayyim B. Sahlawaya', 'Azhar B. Jabir']",N/A,ca. 1030s-1040s CE,ca. 1030s-1040s CE,Jabir B. Azhar
18573,"['Jabir B. Azhar', 'Husn Bt. Hayyim B. Sahlawaya', 'Eleazar B. Manasseh', 'Nathan B. [...]']",Tinnis,N/A,1030s-1040s CE,Hayyim B. Sahlawaya
18575,"['[...]</b> B. Ali', 'Abu Hasan B. Asad B. Ismail']",residence of the bishop,1125 CE,519 AH,Abu Hasan B. Asad B. Ismail
18578,['Joseph B. Abraham'],N/A,11th century or earlier,N/A,Joseph B. Abraham
18579,['Al-zafir Abu Hasan Ali B. Al-salar'],Minyat Ḡamr,1149-1153 CE,544-548 AH,Al-zafir Abu Hasan Ali B. Al-salar
18581,"['Umar B. Masud', 'Al-kamil', 'Abraham B. Ezra']",Alexandria,Mid-13th century,N/A,Umar B. Masud
18582,"['Makhluf B. Jabir B. Nasir', 'Jabir B. Nasir', 'Ali B. Husayn B. Abraham B. Ali', 'Abu Hasan Masarra B. Abdallah', 'Sitt Al-dawla']",al-Muʿizziyya (Cairo),Ca. 11th-12th century,Ca. 11th-12th century,Makhluf B. Jabir B. Nasir
18585,"['Abu Said Al-darir', 'Abraham Al-waj']",N/A,1115 CE,1426 Sel.,Abu Hasan Al-husayn
18588,"['Ezekiel', 'Abu Umar David B. Yefet', 'Abraham B. Shemarya', 'Isaac B. Samuel', 'Halfon B. Manasseh', 'Samuel', 'Shemarya']",N/A,1114 CE,1114 CE,Abraham B. Shemarya
18589,"['Ezekiel', 'Abu Umar David B. Yefet', 'Abraham B. Shemarya', 'Isaac B. Samuel', 'Halfon B. Manasseh']",N/A,1114 CE,1425 of the Seleucid era,Abraham B. Shemarya
18590,"['Ezekiel', 'Abu Umar David B. Yefet', 'Abraham B. Shemarya', 'Isaac B. Samuel', 'Halfon B. Manasseh']",N/A,1114 CE,1114 CE,Abraham B. Shemarya
18596,"['Naama Bt. Nisi B. Jacob', 'Berakot B. David', 'Hasan B. Sadaqa Kohen', 'Isaac B. [...]', 'Sadaqa B. Isaac', 'Ezekiel B. Benjamin', 'Yefet B. Jacob', 'Elaza[r B. Samu]el B. Sahl Ha-eved', 'Moses B. A[...]', 'Jacob B. Joseph', 'Joseph B. Azariah']",Egypt,Elul,Unknown,Unknown
18598,"['Al-afdal B. Badr Al-jamali', 'Husam Al-dawla']",N/A,12th century,N/A,Al-afdal B. Badr Al-jamali
18599,"['Abu Hasan B. Wahb', 'Mikhail B. Abd Al-masih', 'Tiqat Al-mulk Makin Al-dawla Wa-aminuha', 'Abu Hasan Ali B. Bahar', 'Abu Ali Al-hasan B. Yahya B. Bahar', 'Sadid Al-dawla Abu Faraj Abd Al-masih B. Quril']",al-Shūbays,December 1012 CE,22nd Jumādā I 403 AH,Mikhail B. Abd Al-masih
18602,"['Saadya B. Manasseh', 'Abu Isaac Abraham B. Ephraim']",N/A,N/A,N/A,Saadya B. Manasseh
18603,"['Zerubabel', 'Nisan B. David', 'Isaac B. Zerubabel', 'Joshua B. Perahya']",N/A,N/A,N/A,Zerubabel And Nisan B. David
18606,"['Mansur', 'Hiyya B. Isaac', '[nath]an B. Samuel']",N/A,N/A,N/A,"Mansur, Hiyya B. Isaac, [nath]an B. Samuel"
18611,"['Tamim B. Jacob', 'Yefet', 'Allun', 'B. Al-sabbagh']",Yemen (diyār al-Yaman),N/A,N/A,Halfon B. Manasseh
18613,"['Aisha Al-wuhsha', 'Abu Qasim Ubaydallah', 'Abu Mansur Jafar', 'Abu [...] Hibatallah', 'Abdallah B. Muhammad B. Khalluf', 'Ubaydallah B. Raja', 'Isaac Al-fasi']",N/A,N/A,N/A,Abu Qasim Ubaydallah
18614,"['Abdallah B. Tahir', 'Muhammad B. Tahir']",Fusṭāṭ,Ca. 11th-12th century,N/A,"Abdallah B. Tahir, Muhammad B. Tahir"
18617,"['Mansur B. Ali', 'Sitt Al-ahl Bt. Abraham', 'Abu Imran']",N/A,N/A,N/A,Mansur B. Ali And Sitt Al-ahl Bt. Abraham
18618,"['R. Ephraim Ha-talmid B. Meshullam', 'Joshua B. Sadaqa', 'Sitt Al-fakhr']",al-Ramlī,N/A,N/A,R. Ephraim Ha-talmid B. Meshullam
18620,"['Jacob Hanan B. Joseph Hanan', 'Kahla Bt. David Jannah', 'Ephraim Hakim B. Elihu Hakim', 'Suqar Bt. Samuel', 'Menahem Wadish B. Solomon', 'Miriam Bt. Elijah Atias']",Cairo,N/A,1817-1818 CE,Various
18622,"['Khalluf B. Mahfuz', 'Ama Al-qadar B. Ephraim B. Mansur B. Fustat', 'Berakot B. Menahem', 'Yefet B. Abraham', 'Sadaqa B. Masliah B. Sahl', 'David B. Isaac B. Moses', 'Alan B. Nathan', 'Joseph B. [...] B. Ephraim', 'David B. [...]', '[...] B. Nathan']",Fusṭāṭ,1045 CE,"Thursday, 17th Sivan 1357",Nasi David B. Semah
18623,"['Halfon B. Manasseh', '[...] B. Eli', 'Tahor', 'B. Hunayn']",N/A,N/A,N/A,Halfon B. Manasseh
18626,"['Saadya B. Yakhin', 'Sitt Al-dar Bt. Galib', 'Munajja B. Solomon', 'Nathan B. Samuel']",Fusṭāṭ,1144 CE,Sivan 1455 Sel.,Saadya B. Yakhin
18628,"['Hillel B. Halfon', 'Sitt Al-hawa Bt.', 'Moses B. Sadaqa', 'Halfon B. Nathan', 'Eli']",Cairo (אלמעזיה אלקאהרה),1139 CE,Tammuz 1[4]50 of the Seleucid era,Hillel B. Halfon
18629,"['Halfon B. Eleazar', 'Sar Solomon B. Solomon']",N/A,second half of the 11th century CE,second half of the 11th century CE,"Halfon B. Elazar, Sar Solomon B. Solomon"
18630,"['Hilala Bt. [...]', 'Eli B. Netanel', 'Hillel B. Joseph The Cantor, The Babylonian']",Egypt,1118-1128 CE,143 CE,N/a
18631,"['Menahem', 'Halfon B. Manasseh', 'Moses']",Egypt,Iyar [...]3,[...] CE,Halfon B. Manasseh
18632,"['Halfon B. Eleazar', 'Samuel B. Mevasser']",N/A,13th century,N/A,Halfon B. Eleazar And Samuel B. Mevasser
18633,"['Kulla Bt. Yefet', 'Sadaqa', 'Isaac B. Samuel', 'Halfon B. Manasseh']",N/A,N/A,N/A,Halfon B. Manasseh
18634,"['Tamim B. Solomon', 'Nafisa Bt. David', 'Joseph B. Halfon', 'Joseph B. Nahman', 'Sadaqa']",N/A,N/A,N/A,Joseph B. Halfon
18635,['Abraham B. David B. Abraham Maimonides'],Fusṭāṭ,1301,1301,Abraham B. David B. Abraham Maimonides
18637,"['Salim B. Harun Al-uzeri', 'Gina Bt. Salim B. Shakir Al-tam', 'Levi B. Yahya Al-najjar']","Qāʿ Bīr al-ʿAzab, Ṣanʿāʾ, Yemen",6 Tammuz 2210 of the Seleucid era,14 June 1899 CE,Levi B. Yahya Al-najjar
18642,"['Semah', 'Hezekiah', 'Mevorakh B. Barhun', 'Sadaqa B. Allun']",N/A,13]52 of the Seleucid era,1040–1 CE,"Semah, Hezekiah, Mevorakh B. Barhun And Sadaqa B. Allun"
18643,"['Sahlan', 'Yaish B. Abraham', 'Abraham Alluf', 'Eleazar B. R. [...]', 'Solomon B. [...]', 'Ephraim B. Shem[arya]']",N/A,mid 11th century CE,mid 11th century CE,Yefet B. David
18644,['Samuel B. Eleazar'],N/A,N/A,N/A,Samuel B. Eleazar
18646,"['Ratab Bt. [...] B. Isaac Ha-sar', 'Joshua', 'David B. Abraham Maimonides']",Fusṭāṭ,Marḥeshvan 1604,1292 CE,Joshua
18647,"['Muazaza Bt. Mevorakh', 'Meir', 'Levi B. Abraham', 'Sar Solomon']",Fusṭāṭ,1171-1195 CE,1171-1195 CE,Sar Solomon
18648,"['Mikhal Bt. Sasson B. Yefet', 'Saadya B. Nathan', 'Nathan B. Solomon', 'Sasson B. Yefet', 'Joseph B. Ayyub']",Fusṭāṭ,1140 CE,1140 CE,Nathan B. Solomon
18652,"['Solomon', 'Yefet B. David B. Shekhanya']",N/A,1032 CE,1032 CE,Yefet B. David B. Shekhanya
18653,"['Hillel', 'Judah B. Yefet', 'Sadaqa B. Baqa', 'Harun B. Judah', 'Aaron', 'Isaac B. Sed[aqa]']",N/A,N/A,N/A,Unknown
18654,"['Meshullam', 'Sadaqa B. Semah']",N/A,N/A,N/A,Sadaqa B. Semah
18657,"['[...]ya B. Aaron', 'Perahya', 'Isaac B. [...]', 'Hillel B. Eli']",N/A,1066-1108 CE,1066-1108 CE,Hillel B. Eli
18663,['Hillel B. Eli'],N/A,1066-1108 CE,1066-1108 CE,Hillel B. Eli
18666,"['Nathan B. Joshua', 'Joshua']",N/A,mid-11th century,N/A,Nathan B. Joshua
18668,"['Malika Bt. Muktar', 'Sadaqa B. Joshua', 'Mafrij B. Isaac', 'Aaron The Adept B. Ephraim', 'Hasan B. Avham', 'Isaac B. Abraham', 'Sahl B. Mevasser', 'Sh[...]on B. Isaac', 'Galib B. Aaron', '[...] B. Samuel']",Fusṭāṭ,1054 CE,Wednesday 3rd [month] 365,N/a
18669,"['Judah', 'Saadya B. Shemarya', 'Hillel B. Joseph']",N/A,N/A,N/A,Judah
18677,"['Meshullam B. Sadaqa', 'Hillel B. Eli']",N/A,1080 CE,1091,Hillel B. Eli
18685,"['Tovia', 'Ovadya B. Sadaqa B. Halfon B. Alun', 'Yefet B. Manasseh']",Egypt,[1]3[..] of the Seleucid Era,1087 CE,Yefet B. Manasseh
18691,"['Jacob B. David Al-shulhani', 'Sayyida Bt. Wahb Al-ardi', 'Menahem B. Job Al-halabi', 'David B. Isaac', 'Khalluf B. [...]', 'Faraj B. Mevasser', 'Semah B. [...]', 'Ephraim B. Judah', 'Joseph B. [...]', 'Jacob B. [...]', 'Solomon B. [hayyim]']",Ramla,1006 CE,"Wednesday, 10th Elul 1403 after the Babylonian Exile",Jacob B. David Al-shulhani
18692,"['Bt. Joshua', 'B. Solomon', '[hal]fon B. Solomon', 'B. Solomon', 'Mevass[er]', 'Abraham B. Meir Ha-[...]']",N/A,N/A,N/A,Masliah B. A[...]
18693,"['Jacob B. Simha', 'Joseph B. Khalluf']",N/A,N/A,N/A,"Jacob B. Simha, Joseph B. Khalluf"
18700,['Hezekiah B. Solomon B. David'],Fusṭāṭ,1062-1063 CE,9th Shevaṭ 1373 of the Seleucid Era,Hezekiah B. Solomon B. David
